"gene_ids"	"gene_symbols"	"locus"	"num_cells_expressed"	"mean_expr"	"percent_detection"	"use_for_ordering"
"ENSMUSG00000029377.4"	"Ereg"	"chr5:91074616-91093649"	0	0	0	FALSE
"ENSMUSG00000029378.4"	"Areg"	"chr5:91139614-91148432"	2	0.0047663785214425	0.267737617135207	FALSE
"ENSMUSG00000029379.9"	"Cxcl3"	"chr5:90786102-90788086"	0	0	0	FALSE
"ENSMUSG00000029380.10"	"Cxcl1"	"chr5:90891240-90893115"	0	0	0	FALSE
"ENSMUSG00000029381.12"	"Shroom3"	"chr5:92683434-92965318"	76	0.0899846771325753	10.1740294511379	FALSE
"ENSMUSG00000029384.4"	"2010109A12Rik"	"chr5:93206517-93213475"	6	0.00177682399558925	0.803212851405622	FALSE
"ENSMUSG00000029385.11"	"Ccng2"	"chr5:93267256-93276231"	139	0.381879192203134	18.6077643908969	FALSE
"ENSMUSG00000029386.12"	"Tctn2"	"chr5:124598748-124627738"	112	0.262382766434331	14.9933065595716	FALSE
"ENSMUSG00000029387.7"	"Gtf2h3"	"chr5:124579139-124597680"	259	0.908373429407413	34.6720214190094	FALSE
"ENSMUSG00000029388.11"	"Eif2b1"	"chr5:124570212-124579131"	241	0.766745739404409	32.2623828647925	FALSE
"ENSMUSG00000029389.14"	"Ddx55"	"chr5:124552863-124569660"	88	0.129137155854707	11.7804551539491	FALSE
"ENSMUSG00000029390.10"	"Tmed2"	"chr5:124540694-124550506"	523	1.46157136107443	70.0133868808568	FALSE
"ENSMUSG00000029392.9"	"Rilpl1"	"chr5:124493079-124531391"	90	0.0981022978777665	12.0481927710843	FALSE
"ENSMUSG00000029394.8"	"Cdk2ap1"	"chr5:124345416-124363082"	291	0.455217487520546	38.9558232931727	FALSE
"ENSMUSG00000029397.12"	"Rchy1"	"chr5:91948903-91970585"	217	0.8189526112192	29.04953145917	FALSE
"ENSMUSG00000029401.8"	"Rilpl2"	"chr5:124463264-124478366"	99	0.318257947496203	13.2530120481928	FALSE
"ENSMUSG00000029402.8"	"Snrnp35"	"chr5:124483133-124491124"	85	0.174646309650845	11.3788487282463	FALSE
"ENSMUSG00000029403.11"	"Cdkl2"	"chr5:92006073-92043042"	6	0.00147212060687149	0.803212851405622	FALSE
"ENSMUSG00000029404.12"	"Arl6ip4"	"chr5:124116088-124118196"	190	0.529045898451226	25.4350736278447	FALSE
"ENSMUSG00000029405.13"	"G3bp2"	"chr5:92043063-92083735"	373	0.761656519406781	49.9330655957162	FALSE
"ENSMUSG00000029406.12"	"Pitpnm2"	"chr5:124118689-124249760"	29	0.020992481888427	3.88219544846051	FALSE
"ENSMUSG00000029407.7"	"Uso1"	"chr5:92137937-92202794"	58	0.068204845271556	7.76439089692102	FALSE
"ENSMUSG00000029408.10"	"Abcb9"	"chr5:124032360-124095798"	23	0.0442239828484381	3.07898259705489	FALSE
"ENSMUSG00000029409.4"	"U90926"	"chr5:92209895-92215408"	5	0.00328045297115861	0.669344042838019	FALSE
"ENSMUSG00000029410.8"	"Ppef2"	"chr5:92226973-92253159"	18	0.0290724024843218	2.40963855421687	FALSE
"ENSMUSG00000029413.11"	"Naaa"	"chr5:92257658-92278170"	25	0.0681149318414443	3.34672021419009	TRUE
"ENSMUSG00000029414.8"	"Kntc1"	"chr5:123749715-123821593"	152	0.272773132378929	20.3480589022758	FALSE
"ENSMUSG00000029415.1"	"Sdad1"	"chr5:92284009-92310024"	150	0.139969986667059	20.0803212851406	FALSE
"ENSMUSG00000029416.14"	"Slc15a4"	"chr5:127595663-127709374"	95	0.216283122363899	12.7175368139224	FALSE
"ENSMUSG00000029417.8"	"Cxcl9"	"chr5:92321330-92328079"	0	6.06751502711711e-06	0	FALSE
"ENSMUSG00000029419.8"	"Gm996"	"chr2:25575415-25581757"	2	0.0012267214119109	0.267737617135207	FALSE
"ENSMUSG00000029420.9"	"Rimbp2"	"chr5:128757790-128953486"	2	0.00157862798883543	0.267737617135207	FALSE
"ENSMUSG00000029422.11"	"Rsrc2"	"chr5:123728425-123749414"	503	2.38826126530937	67.3360107095047	FALSE
"ENSMUSG00000029423.7"	"Piwil1"	"chr5:128702523-128755474"	1	1.29876662230561e-05	0.133868808567604	FALSE
"ENSMUSG00000029426.7"	"Scarb2"	"chr5:92443872-92505608"	88	0.198830912193909	11.7804551539491	FALSE
"ENSMUSG00000029427.8"	"Zcchc8"	"chr5:123698293-123721100"	307	0.721485759964372	41.0977242302544	FALSE
"ENSMUSG00000029428.10"	"Stx2"	"chr5:128984556-129008574"	98	0.205463592819781	13.1191432396252	FALSE
"ENSMUSG00000029430.10"	"Ran"	"chr5:129020068-129024323"	712	7.28287795831447	95.3145917001339	FALSE
"ENSMUSG00000029431.5"	"B3gnt4"	"chr5:123508394-123524176"	17	0.0168809490190401	2.27576974564926	FALSE
"ENSMUSG00000029432.9"	"Gbas"	"chr5:129725062-129758327"	481	0.870292911565689	64.3908969210174	FALSE
"ENSMUSG00000029433.11"	"Diablo"	"chr5:123508394-123524176"	405	2.12430952940927	54.2168674698795	FALSE
"ENSMUSG00000029434.9"	"Vps33a"	"chr5:123528658-123573038"	166	0.298533602677313	22.2222222222222	FALSE
"ENSMUSG00000029436.9"	"Mmp17"	"chr5:129584168-129611099"	6	0.00370454102664561	0.803212851405622	FALSE
"ENSMUSG00000029437.9"	"Il31"	"chr5:123480156-123508205"	0	0	0	FALSE
"ENSMUSG00000029438.6"	"Bcl7a"	"chr5:123332725-123374992"	297	0.246047137850784	39.7590361445783	FALSE
"ENSMUSG00000029439.11"	"Sfswap"	"chr5:129501220-129571384"	258	0.493127743601391	34.5381526104418	FALSE
"ENSMUSG00000029440.12"	"Psmd9"	"chr5:123047372-123250131"	250	0.670040550929843	33.4672021419009	FALSE
"ENSMUSG00000029442.15"	"Wdr66"	"chr5:123252101-123327484"	241	1.15066797870889	32.2623828647925	TRUE
"ENSMUSG00000029445.10"	"Hpd"	"chr5:123047372-123250131"	0	0	0	FALSE
"ENSMUSG00000029446.11"	"Psph"	"chr5:129765557-129787252"	176	0.484947869102801	23.5609103078983	FALSE
"ENSMUSG00000029447.8"	"Cct6a"	"chr5:129787438-129845820"	539	3.38935263993202	72.1552878179384	FALSE
"ENSMUSG00000029449.8"	"Rhof"	"chr5:123047372-123250131"	8	0.00416315595439575	1.07095046854083	FALSE
"ENSMUSG00000029451.11"	"Gm13103"	"chr4:143846496-143853637"	0	0	0	FALSE
"ENSMUSG00000029452.15"	"Tmem116"	"chr5:121397935-121545905"	9	0.0110721088956111	1.20481927710843	FALSE
"ENSMUSG00000029454.12"	"Mapkapk5"	"chr5:121397935-121545905"	64	0.278152214658547	8.56760374832664	TRUE
"ENSMUSG00000029455.11"	"Aldh2"	"chr5:121566026-121593824"	142	0.473415214493142	19.0093708165997	FALSE
"ENSMUSG00000029456.9"	"Acad10"	"chr5:121621025-121660514"	18	0.0571269542788961	2.40963855421687	TRUE
"ENSMUSG00000029458.11"	"Brap"	"chr5:121660562-121687256"	168	0.295439519442107	22.4899598393574	FALSE
"ENSMUSG00000029461.12"	"Fam168a"	"chr7:100706650-100841628"	287	0.255103135610299	38.4203480589023	FALSE
"ENSMUSG00000029462.15"	"Vps29"	"chr5:122354368-122372364"	391	2.23147163160561	52.3427041499331	FALSE
"ENSMUSG00000029463.5"	"Fam216a"	"chr5:122354368-122372364"	310	1.460188469643	41.4993306559572	FALSE
"ENSMUSG00000029464.7"	"Gpn3"	"chr5:122372450-122382902"	152	0.414264498252725	20.3480589022758	FALSE
"ENSMUSG00000029465.11"	"Arpc3"	"chr5:122391877-122414184"	305	1.27411281939204	40.8299866131191	FALSE
"ENSMUSG00000029466.8"	"Anapc7"	"chr5:122421692-122444912"	182	0.446426694329081	24.3641231593039	FALSE
"ENSMUSG00000029467.12"	"Atp2a2"	"chr5:122453513-122502225"	174	0.238252112299329	23.2931726907631	FALSE
"ENSMUSG00000029468.14"	"P2rx7"	"chr5:122643910-122691432"	0	0	0	FALSE
"ENSMUSG00000029469.11"	"Ift81"	"chr5:122550203-122614518"	200	0.813525250583742	26.7737617135207	FALSE
"ENSMUSG00000029470.12"	"P2rx4"	"chr5:122707543-122729738"	23	0.0355953536871225	3.07898259705489	FALSE
"ENSMUSG00000029471.10"	"Camkk2"	"chr5:122731169-122779409"	19	0.0271016686691898	2.54350736278447	FALSE
"ENSMUSG00000029472.10"	"Anapc5"	"chr5:122787458-122821339"	535	4.95075604024049	71.619812583668	TRUE
"ENSMUSG00000029474.7"	"Rnf34"	"chr5:122850047-123030456"	242	0.429476110209217	32.3962516733601	FALSE
"ENSMUSG00000029475.14"	"Kdm2b"	"chr5:122850047-123030456"	174	0.311914862382825	23.2931726907631	FALSE
"ENSMUSG00000029477.11"	"Morn3"	"chr5:123035788-123047016"	1	0.000477136503531397	0.133868808567604	FALSE
"ENSMUSG00000029478.13"	"Ncor2"	"chr5:125017152-125179219"	166	0.107401242752451	22.2222222222222	FALSE
"ENSMUSG00000029480.10"	"Dhx37"	"chr5:125413857-125434121"	76	0.105602386068784	10.1740294511379	FALSE
"ENSMUSG00000029482.4"	"Aacs"	"chr5:125475813-125517410"	95	0.205940632905876	12.7175368139224	FALSE
"ENSMUSG00000029484.9"	"Anxa3"	"chr5:96793338-96845966"	3	0.00377769715276016	0.401606425702811	FALSE
"ENSMUSG00000029486.10"	"Mrpl1"	"chr5:96209492-96266727"	111	0.256904695180073	14.859437751004	FALSE
"ENSMUSG00000029490.3"	"Mfsd7a"	"chr5:108441053-108448891"	1	0.00220415976540605	0.133868808567604	FALSE
"ENSMUSG00000029491.7"	"Pde6b"	"chr5:108388390-108432397"	13	0.0272437193373711	1.74029451137885	TRUE
"ENSMUSG00000029499.8"	"Pxmp2"	"chr5:110259129-110286186"	14	0.0354357295305596	1.87416331994645	TRUE
"ENSMUSG00000029500.13"	"Pgam5"	"chr5:110259129-110286186"	212	0.832198634840809	28.380187416332	FALSE
"ENSMUSG00000029501.11"	"Ankle2"	"chr5:110230607-110256651"	221	0.404539640325715	29.5850066934404	FALSE
"ENSMUSG00000029502.11"	"Golga3"	"chr5:110176700-110226470"	105	0.192726555724116	14.0562248995984	FALSE
"ENSMUSG00000029503.13"	"P2rx2"	"chr5:110339811-110343212"	3	0.000601777484218176	0.401606425702811	FALSE
"ENSMUSG00000029504.5"	"Ddx51"	"chr5:110653450-110660496"	89	0.124208127848656	11.9143239625167	FALSE
"ENSMUSG00000029505.14"	"Ep400"	"chr5:110664372-110770717"	369	0.609775072479482	49.3975903614458	FALSE
"ENSMUSG00000029507.13"	"Pus1"	"chr5:110770948-110781127"	149	0.327581452332592	19.946452476573	FALSE
"ENSMUSG00000029510.12"	"Gpc2"	"chr5:138273654-138280005"	101	0.164524528392071	13.520749665328	FALSE
"ENSMUSG00000029512.8"	"Ulk1"	"chr5:110784487-110810097"	49	0.0865855401478874	6.55957161981258	TRUE
"ENSMUSG00000029513.11"	"Prkab1"	"chr5:116009315-116024508"	158	0.422330618244898	21.1512717536814	FALSE
"ENSMUSG00000029516.16"	"Cit"	"chr5:115845277-116008947"	187	0.260885146590892	25.0334672021419	FALSE
"ENSMUSG00000029517.10"	"Ankrd7"	"chr6:18866317-18879586"	4	0.00478304004427156	0.535475234270415	FALSE
"ENSMUSG00000029518.12"	"Rab35"	"chr5:115631928-115647736"	38	0.0301007205238519	5.08701472556894	FALSE
"ENSMUSG00000029521.4"	"Chek2"	"chr5:110839978-110874145"	137	0.360871257456218	18.3400267737617	FALSE
"ENSMUSG00000029522.9"	"Pla2g1b"	"chr5:115466261-115474722"	0	0	0	FALSE
"ENSMUSG00000029524.13"	"Sirt4"	"chr5:115478009-115484725"	62	0.174039067314475	8.29986613119143	FALSE
"ENSMUSG00000029526.2"	"1700123K08Rik"	"chr5:138561839-138564712"	2	0.000372827349934222	0.267737617135207	FALSE
"ENSMUSG00000029528.14"	"Pxn"	"chr5:115506675-115555987"	112	0.131014851542287	14.9933065595716	FALSE
"ENSMUSG00000029530.12"	"Ccr9"	"chr9:123635387-123851899"	3	0.00214673430602004	0.401606425702811	FALSE
"ENSMUSG00000029534.14"	"St7"	"chr6:17692932-17943025"	135	0.47735656225632	18.0722891566265	FALSE
"ENSMUSG00000029535.4"	"Triap1"	"chr5:115341224-115343569"	193	0.738201204413429	25.8366800535475	FALSE
"ENSMUSG00000029536.7"	"Gatc"	"chr5:115333241-115341178"	252	0.712000419573396	33.7349397590361	FALSE
"ENSMUSG00000029538.10"	"Srsf9"	"chr5:115327176-115333080"	296	0.704868961659431	39.6251673360107	FALSE
"ENSMUSG00000029541.9"	"Cyp2w1"	"chr5:139352616-139357033"	0	0	0	FALSE
"ENSMUSG00000029544.13"	"Cabp1"	"chr5:115168688-115194381"	41	0.150993336055983	5.48862115127175	TRUE
"ENSMUSG00000029545.10"	"Acads"	"chr5:115110298-115119346"	117	0.163826118842356	15.6626506024096	FALSE
"ENSMUSG00000029546.12"	"Uncx"	"chr5:139543493-139548179"	1	0.0021782299184235	0.133868808567604	FALSE
"ENSMUSG00000029547.7"	"Ints1"	"chr5:139751281-139775674"	141	0.148834096667034	18.8755020080321	FALSE
"ENSMUSG00000029550.8"	"Sppl3"	"chr5:115011136-115098790"	101	0.102895219738971	13.520749665328	FALSE
"ENSMUSG00000029551.10"	"Psmg3"	"chr5:139791512-139826885"	162	0.670536726271547	21.6867469879518	TRUE
"ENSMUSG00000029552.16"	"Tes"	"chr6:17065009-17171833"	43	0.0707349280357364	5.75635876840696	FALSE
"ENSMUSG00000029553.7"	"Tfec"	"chr6:16833380-16898441"	0	1.23260125559073e-05	0	FALSE
"ENSMUSG00000029554.12"	"Mad1l1"	"chr5:140008688-140321552"	142	0.302431298954578	19.0093708165997	FALSE
"ENSMUSG00000029556.9"	"Hnf1a"	"chr5:114942157-114998042"	0	2.42919197319731e-15	0	FALSE
"ENSMUSG00000029557.7"	"Ftsj2"	"chr5:140321655-140338137"	38	0.0943297030408664	5.08701472556894	FALSE
"ENSMUSG00000029559.12"	"2210016L21Rik"	"chr5:114942157-114998042"	199	0.258846063997989	26.6398929049531	FALSE
"ENSMUSG00000029560.9"	"Snx8"	"chr5:140340300-140389262"	66	0.138894755735952	8.83534136546185	FALSE
"ENSMUSG00000029561.14"	"Oasl2"	"chr5:114896935-114912234"	8	0.0141047771090302	1.07095046854083	FALSE
"ENSMUSG00000029563.13"	"Foxp2"	"chr6:14901348-15441977"	63	0.297493485109887	8.43373493975904	TRUE
"ENSMUSG00000029564.9"	"4930519G04Rik"	"chr5:114853663-114883659"	1	0.000269320429161666	0.133868808567604	FALSE
"ENSMUSG00000029569.6"	"Tmem168"	"chr6:13580686-13608100"	104	0.196445731207312	13.9223560910308	FALSE
"ENSMUSG00000029570.2"	"Lfng"	"chr5:140607319-140615545"	201	0.124355073209911	26.9076305220884	FALSE
"ENSMUSG00000029571.11"	"Tmem106b"	"chr6:13069758-13089269"	122	0.369291875794064	16.3319946452477	TRUE
"ENSMUSG00000029575.14"	"Mmab"	"chr5:114431033-114444060"	86	0.156147485471776	11.5127175368139	FALSE
"ENSMUSG00000029576.14"	"Radil"	"chr5:142484838-142551098"	8	0.0148920105435286	1.07095046854083	TRUE
"ENSMUSG00000029577.10"	"Ube3b"	"chr5:114380606-114421169"	228	0.325522131839127	30.5220883534137	FALSE
"ENSMUSG00000029578.12"	"Wipi2"	"chr5:142627697-142670588"	276	0.58119185222352	36.9477911646586	FALSE
"ENSMUSG00000029580.11"	"Actb"	"chr5:142903114-142906754"	790	40.2461587580112	105.756358768407	FALSE
"ENSMUSG00000029581.11"	"Fscn1"	"chr5:142960342-142973185"	611	2.49229580037021	81.7938420348059	FALSE
"ENSMUSG00000029586.6"	"4933411G11Rik"	"chr5:143181016-143205075"	0	2.27661386958575e-05	0	FALSE
"ENSMUSG00000029587.13"	"Zfp12"	"chr5:143235162-143248834"	93	0.207304695827471	12.4497991967871	FALSE
"ENSMUSG00000029591.11"	"Ung"	"chr5:114130385-114139323"	213	0.730476620937407	28.5140562248996	FALSE
"ENSMUSG00000029592.8"	"Usp30"	"chr5:114100314-114128218"	40	0.0532849268487042	5.35475234270415	FALSE
"ENSMUSG00000029594.9"	"Rbm19"	"chr5:120116509-120197979"	63	0.0663751974395099	8.43373493975904	FALSE
"ENSMUSG00000029595.8"	"Lhx5"	"chr5:120431769-120441223"	5	0.0038182272183135	0.669344042838019	FALSE
"ENSMUSG00000029596.10"	"Sdsl"	"chr5:120458185-120472810"	18	0.0366537964403454	2.40963855421687	FALSE
"ENSMUSG00000029597.11"	"Sds"	"chr5:120476530-120503625"	0	0	0	FALSE
"ENSMUSG00000029598.9"	"Plbd2"	"chr5:120476530-120503625"	81	0.134432842089147	10.8433734939759	FALSE
"ENSMUSG00000029599.10"	"Ddx54"	"chr5:120613129-120634235"	196	0.288349941792933	26.2382864792503	FALSE
"ENSMUSG00000029600.7"	"Rita1"	"chr5:120589015-120612589"	85	0.206803330457363	11.3788487282463	FALSE
"ENSMUSG00000029601.10"	"Iqcd"	"chr5:120589015-120612589"	7	0.0118988795151741	0.937081659973226	TRUE
"ENSMUSG00000029602.8"	"Rasal1"	"chr5:120648811-120679597"	1	0.00213552950227014	0.133868808567604	FALSE
"ENSMUSG00000029603.12"	"Dtx1"	"chr5:120680201-120711927"	185	0.2733344183521	24.7657295850067	FALSE
"ENSMUSG00000029605.13"	"Oas1b"	"chr5:120812634-120824158"	3	0.00143534731297415	0.401606425702811	FALSE
"ENSMUSG00000029607.11"	"Ankrd61"	"chr5:143817787-143909847"	12	0.00671772627568125	1.60642570281124	FALSE
"ENSMUSG00000029608.7"	"Rph3a"	"chr5:120940501-121009518"	3	0.000984448505879568	0.401606425702811	FALSE
"ENSMUSG00000029610.10"	"Aimp2"	"chr5:143817787-143909847"	280	0.95215506045047	37.483266398929	FALSE
"ENSMUSG00000029613.12"	"Eif2ak1"	"chr5:143817787-143909847"	185	0.264644887756306	24.7657295850067	FALSE
"ENSMUSG00000029614.10"	"Rpl6"	"chr5:121204480-121209241"	734	7.08735950486992	98.2597054886212	FALSE
"ENSMUSG00000029616.9"	"Erp29"	"chr5:121397935-121545905"	297	1.02943973919302	39.7590361445783	FALSE
"ENSMUSG00000029617.10"	"Ccz1"	"chr5:143987908-144014877"	155	0.530741784794425	20.7496653279786	FALSE
"ENSMUSG00000029618.10"	"Ocm"	"chr5:144019803-144026670"	0	0	0	FALSE
"ENSMUSG00000029620.4"	"1700018F24Rik"	"chr5:144983518-145108761"	0	0	0	FALSE
"ENSMUSG00000029621.11"	"Arpc1a"	"chr5:144983518-145108761"	331	1.29191388038664	44.3105756358768	FALSE
"ENSMUSG00000029622.13"	"Arpc1b"	"chr5:145114214-145140238"	67	0.189287529403489	8.96921017402945	FALSE
"ENSMUSG00000029623.11"	"Pdap1"	"chr5:145114214-145140238"	501	0.588433515867702	67.0682730923695	FALSE
"ENSMUSG00000029624.10"	"Ptcd1"	"chr5:145140361-145167108"	98	0.138855272873547	13.1191432396252	FALSE
"ENSMUSG00000029625.13"	"Cpsf4"	"chr5:145167212-145182041"	177	0.374693676635834	23.6947791164659	FALSE
"ENSMUSG00000029627.12"	"Zkscan14"	"chr5:145194945-145201868"	32	0.0802533677064354	4.28380187416332	FALSE
"ENSMUSG00000029629.13"	"Phf14"	"chr6:11907808-12081197"	196	0.385435066956354	26.2382864792503	FALSE
"ENSMUSG00000029630.12"	"Cyp3a25"	"chr5:145977195-146009617"	0	0	0	FALSE
"ENSMUSG00000029632.5"	"Ndufa4"	"chr6:11900372-11907446"	714	13.2431839726622	95.5823293172691	FALSE
"ENSMUSG00000029634.12"	"Rnf6"	"chr5:146209191-146221555"	212	0.428420150530753	28.380187416332	FALSE
"ENSMUSG00000029635.12"	"Cdk8"	"chr5:146231249-146302874"	75	0.161834714095091	10.0401606425703	TRUE
"ENSMUSG00000029636.10"	"Wasf3"	"chr5:146384984-146473615"	251	0.24743319442475	33.6010709504685	FALSE
"ENSMUSG00000029638.14"	"Glcci1"	"chr6:8488794-8597548"	148	0.539608391346295	19.8125836680054	TRUE
"ENSMUSG00000029640.14"	"Usp12"	"chr5:146734808-146795006"	41	0.0381212742396036	5.48862115127175	FALSE
"ENSMUSG00000029641.8"	"Rasl11a"	"chr5:146845070-146847726"	46	0.121690524196621	6.15796519410977	TRUE
"ENSMUSG00000029642.8"	"Polr1d"	"chr5:147077049-147111361"	375	0.931517470224667	50.2008032128514	FALSE
"ENSMUSG00000029644.6"	"Pdx1"	"chr5:147228595-147278008"	0	0	0	FALSE
"ENSMUSG00000029646.3"	"Cdx2"	"chr5:147300804-147307270"	0	0	0	FALSE
"ENSMUSG00000029647.12"	"Pan3"	"chr5:147430160-147548502"	432	0.804924323537705	57.8313253012048	FALSE
"ENSMUSG00000029648.10"	"Flt1"	"chr5:147561603-147726011"	8	0.00743600693603379	1.07095046854083	FALSE
"ENSMUSG00000029649.7"	"Pomp"	"chr5:147860627-147875778"	622	5.62282284999407	83.2663989290495	FALSE
"ENSMUSG00000029650.7"	"Slc46a3"	"chr5:147878436-147894815"	15	0.0341317805481991	2.00803212851406	FALSE
"ENSMUSG00000029651.13"	"Mtus2"	"chr5:147957319-148316065"	17	0.055434588509128	2.27576974564926	TRUE
"ENSMUSG00000029655.14"	"N4bp2l2"	"chr5:150608006-150665612"	314	0.529897565890758	42.0348058902276	FALSE
"ENSMUSG00000029656.10"	"C8b"	"chr4:104766316-104804548"	0	0	0	FALSE
"ENSMUSG00000029657.12"	"Hsph1"	"chr5:149616844-149636315"	313	0.967042417913803	41.90093708166	FALSE
"ENSMUSG00000029658.14"	"Wdr95"	"chr5:149528678-149611894"	7	0.00311717692796452	0.937081659973226	FALSE
"ENSMUSG00000029659.13"	"Medag"	"chr5:149411799-149431703"	21	0.047133304992307	2.81124497991968	FALSE
"ENSMUSG00000029660.7"	"Tex26"	"chr5:149439705-149470620"	8	0.0167371500085715	1.07095046854083	FALSE
"ENSMUSG00000029661.13"	"Col1a2"	"chr6:4504813-4541543"	29	0.0206850182706492	3.88219544846051	FALSE
"ENSMUSG00000029663.8"	"Gngt1"	"chr6:3993796-3997436"	17	0.1223792555681	2.27576974564926	TRUE
"ENSMUSG00000029664.8"	"Tfpi2"	"chr6:3962588-3974650"	0	0	0	FALSE
"ENSMUSG00000029669.11"	"Tspan12"	"chr6:21771394-21852515"	115	0.364447959520854	15.3949129852744	TRUE
"ENSMUSG00000029670.9"	"Ing3"	"chr6:21949570-21976038"	284	0.869642387089496	38.0187416331995	FALSE
"ENSMUSG00000029671.12"	"Wnt16"	"chr6:22288226-22298522"	3	0.0021249922361192	0.401606425702811	FALSE
"ENSMUSG00000029672.13"	"Fam3c"	"chr6:22306519-22356243"	159	0.316244358955792	21.285140562249	FALSE
"ENSMUSG00000029673.14"	"Auts2"	"chr5:131437332-132543344"	160	1.41999629702496	21.4190093708166	TRUE
"ENSMUSG00000029674.10"	"Limk1"	"chr5:134656038-134688590"	70	0.0575273274737819	9.37081659973226	FALSE
"ENSMUSG00000029675.9"	"Eln"	"chr5:134703780-134747241"	18	0.00942659659714035	2.40963855421687	FALSE
"ENSMUSG00000029676.12"	"Pot1a"	"chr6:25743736-25809246"	212	0.749674578507114	28.380187416332	FALSE
"ENSMUSG00000029678.5"	"Hyal5"	"chr6:24875908-24891805"	0	0	0	FALSE
"ENSMUSG00000029679.7"	"Hyal6"	"chr6:24733244-24745452"	0	9.11560622027219e-06	0	FALSE
"ENSMUSG00000029680.2"	"Hyal4"	"chr6:24748328-24767662"	0	8.53045667712907e-06	0	FALSE
"ENSMUSG00000029681.9"	"Bcl7b"	"chr5:135168282-135181855"	151	0.360606167553932	20.2141900937082	FALSE
"ENSMUSG00000029682.2"	"Spam1"	"chr6:24795823-24801048"	0	0	0	FALSE
"ENSMUSG00000029683.6"	"Lmod2"	"chr6:24597770-24605414"	0	0	0	FALSE
"ENSMUSG00000029684.11"	"Wasl"	"chr6:24613804-24665009"	252	0.350837499886592	33.7349397590361	FALSE
"ENSMUSG00000029685.12"	"Asb15"	"chr6:24528143-24573164"	1	0.000256026509576352	0.133868808567604	FALSE
"ENSMUSG00000029686.12"	"Cul1"	"chr6:47453397-47526139"	429	1.74737695247315	57.429718875502	FALSE
"ENSMUSG00000029687.13"	"Ezh2"	"chr6:47530273-47595341"	438	1.69850997098483	58.6345381526104	FALSE
"ENSMUSG00000029695.10"	"Aass"	"chr6:23072172-23132986"	4	0.00398664903142893	0.535475234270415	FALSE
"ENSMUSG00000029697.5"	"Fezf1"	"chr6:23245046-23248264"	0	0	0	FALSE
"ENSMUSG00000029699.10"	"Ssc4d"	"chr5:135960210-135974531"	4	0.00794197404074017	0.535475234270415	FALSE
"ENSMUSG00000029700.11"	"Slc13a1"	"chr6:24088282-24168092"	2	0.000901927338506695	0.267737617135207	FALSE
"ENSMUSG00000029701.12"	"Rbm28"	"chr6:29123572-29165006"	181	0.311673840015483	24.2302543507363	FALSE
"ENSMUSG00000029703.7"	"Lrwd1"	"chr5:136116630-136136074"	163	0.337946400138244	21.8206157965194	FALSE
"ENSMUSG00000029705.14"	"Cux1"	"chr5:136248134-136567490"	572	1.96560757946116	76.5729585006693	FALSE
"ENSMUSG00000029706.12"	"Pax4"	"chr6:28442333-28449353"	1	7.16353340443515e-05	0.133868808567604	FALSE
"ENSMUSG00000029707.6"	"Fscn3"	"chr6:28416090-28438622"	1	0.000195554588213615	0.133868808567604	FALSE
"ENSMUSG00000029708.9"	"Gcc1"	"chr6:28416090-28438622"	55	0.0612177888762729	7.36278447121821	FALSE
"ENSMUSG00000029710.12"	"Ephb4"	"chr5:137350108-137374532"	54	0.0708113670643908	7.2289156626506	FALSE
"ENSMUSG00000029711.10"	"Epo"	"chr5:137483019-137540718"	4	0.00351410356499602	0.535475234270415	FALSE
"ENSMUSG00000029712.11"	"Actl6b"	"chr5:137553516-137569582"	12	0.0366332431914327	1.60642570281124	TRUE
"ENSMUSG00000029713.12"	"Gnb2"	"chr5:137483019-137540718"	536	1.23151722284767	71.7536813922356	FALSE
"ENSMUSG00000029714.8"	"Gigyf1"	"chr5:137483019-137540718"	79	0.041237278609686	10.5756358768407	FALSE
"ENSMUSG00000029715.5"	"Pop7"	"chr5:137483019-137540718"	150	0.63993017986358	20.0803212851406	TRUE
"ENSMUSG00000029716.10"	"Tfr2"	"chr5:137569839-137587481"	3	0.00422194903045411	0.401606425702811	FALSE
"ENSMUSG00000029718.11"	"Pcolce"	"chr5:137605102-137629002"	16	0.0360992709016919	2.14190093708166	FALSE
"ENSMUSG00000029722.12"	"Agfg2"	"chr5:137650462-137684726"	83	0.0975117364108666	11.1111111111111	FALSE
"ENSMUSG00000029723.13"	"Tsc22d4"	"chr5:137745729-137768450"	161	0.196377090877996	21.5528781793842	FALSE
"ENSMUSG00000029725.7"	"Ppp1r35"	"chr5:137778848-137780110"	252	0.432972398245818	33.7349397590361	FALSE
"ENSMUSG00000029726.13"	"Mepce"	"chr5:137781905-137787655"	55	0.107295858565899	7.36278447121821	FALSE
"ENSMUSG00000029727.7"	"Cyp3a13"	"chr5:137892931-137921619"	0	0	0	FALSE
"ENSMUSG00000029729.9"	"Zkscan1"	"chr5:138085083-138107822"	225	0.247764032205597	30.1204819277108	FALSE
"ENSMUSG00000029730.13"	"Mcm7"	"chr5:138161070-138187451"	537	2.95645864357274	71.8875502008032	FALSE
"ENSMUSG00000029735.14"	"Tpk1"	"chr6:43345000-43666278"	27	0.141836350617717	3.6144578313253	TRUE
"ENSMUSG00000029736.12"	"Nobox"	"chr6:43303673-43309554"	0	0	0	FALSE
"ENSMUSG00000029752.9"	"Asns"	"chr6:7675168-7693254"	101	0.489722562187603	13.520749665328	TRUE
